"Module","Sub-Section","Permission Name","URL/Page (where enforced)","Description / Purpose","Expected Behavior — Has Permission","Expected Behavior — No Permission","How to Test","Frontend","Backend"
"Business Admin","Lab Test List","View lab test list of assigned branch only","Business Admin → Lab Configuration → Lab Test List","Business Admin → Lab Test List: controls the “View lab test list of assigned branch only” capability.","The “View lab test list of assigned branch only” control is visible and enabled on this page; the user may perform the action.","The “View lab test list of assigned branch only” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View lab test list of assigned branch only” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Lab Test List","View lab test list of all branches","Business Admin → Lab Configuration → Lab Test List","Business Admin → Lab Test List: controls the “View lab test list of all branches” capability.","The “View lab test list of all branches” control is visible and enabled on this page; the user may perform the action.","The “View lab test list of all branches” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View lab test list of all branches” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Lab Panel List","View lab panel list of assigned branch only","Business Admin → Lab Configuration → Lab Panel List","Business Admin → Lab Panel List: controls the “View lab panel list of assigned branch only” capability.","The “View lab panel list of assigned branch only” control is visible and enabled on this page; the user may perform the action.","The “View lab panel list of assigned branch only” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View lab panel list of assigned branch only” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Lab Panel List","View lab panel list of all branches","Business Admin → Lab Configuration → Lab Panel List","Business Admin → Lab Panel List: controls the “View lab panel list of all branches” capability.","The “View lab panel list of all branches” control is visible and enabled on this page; the user may perform the action.","The “View lab panel list of all branches” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View lab panel list of all branches” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Outsource Centers","View outsource center list","Business Admin → Lab Configuration → Outsource Centers","Business Admin → Outsource Centers: controls the “View outsource center list” capability.","The “View outsource center list” control is visible and enabled on this page; the user may perform the action.","The “View outsource center list” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View outsource center list” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Reporting Doctors","View reporting doctors list","Business Admin → Lab Configuration → Reporting Doctors","Business Admin → Reporting Doctors: controls the “View reporting doctors list” capability.","The “View reporting doctors list” control is visible and enabled on this page; the user may perform the action.","The “View reporting doctors list” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View reporting doctors list” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Reporting Doctors","View consultant doctors list","Business Admin → Lab Configuration → Reporting Doctors","Business Admin → Reporting Doctors: controls the “View consultant doctors list” capability.","The “View consultant doctors list” control is visible and enabled on this page; the user may perform the action.","The “View consultant doctors list” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View consultant doctors list” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Referrals","View referral doctors list","Business Admin → Lab Configuration → Referrals","Business Admin → Referrals: controls the “View referral doctors list” capability.","The “View referral doctors list” control is visible and enabled on this page; the user may perform the action.","The “View referral doctors list” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View referral doctors list” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Referrals","View referral panel list","Business Admin → Lab Configuration → Referrals","Business Admin → Referrals: controls the “View referral panel list” capability.","The “View referral panel list” control is visible and enabled on this page; the user may perform the action.","The “View referral panel list” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View referral panel list” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Referrals","View external referral user list","Business Admin → Lab Configuration → Referrals","Business Admin → Referrals: controls the “View external referral user list” capability.","The “View external referral user list” control is visible and enabled on this page; the user may perform the action.","The “View external referral user list” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View external referral user list” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Referrals","View internal referral users list","Business Admin → Lab Configuration → Referrals","Business Admin → Referrals: controls the “View internal referral users list” capability.","The “View internal referral users list” control is visible and enabled on this page; the user may perform the action.","The “View internal referral users list” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View internal referral users list” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Document Management","Add document","Business Admin → Lab Configuration → Document Management","Business Admin → Document Management: controls the “Add document” capability.","The “Add document” control is visible and enabled on this page; the user may perform the action.","The “Add document” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add document” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Document Management","Update document","Business Admin → Lab Configuration → Document Management","Business Admin → Document Management: controls the “Update document” capability.","The “Update document” control is visible and enabled on this page; the user may perform the action.","The “Update document” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update document” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Document Management","Delete document","Business Admin → Lab Configuration → Document Management","Business Admin → Document Management: controls the “Delete document” capability.","The “Delete document” control is visible and enabled on this page; the user may perform the action.","The “Delete document” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete document” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Center and Operations","Add new branch","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “Add new branch” capability.","The “Add new branch” control is visible and enabled on this page; the user may perform the action.","The “Add new branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add new branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Center and Operations","Update branch","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “Update branch” capability.","The “Update branch” control is visible and enabled on this page; the user may perform the action.","The “Update branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Center and Operations","Delete branch","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “Delete branch” capability.","The “Delete branch” control is visible and enabled on this page; the user may perform the action.","The “Delete branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Center and Operations","View schedule of branches","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “View schedule of branches” capability.","The “View schedule of branches” control is visible and enabled on this page; the user may perform the action.","The “View schedule of branches” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View schedule of branches” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Center and Operations","Link branch","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “Link branch” capability.","The “Link branch” control is visible and enabled on this page; the user may perform the action.","The “Link branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Link branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","","Yes"
"Business Admin","Center and Operations","Edit link","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “Edit link” capability.","The “Edit link” control is visible and enabled on this page; the user may perform the action.","The “Edit link” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit link” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","","Yes"
"Business Admin","Center and Operations","Delete link","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “Delete link” capability.","The “Delete link” control is visible and enabled on this page; the user may perform the action.","The “Delete link” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete link” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","","Yes"
"Business Admin","Center and Operations","View audit","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “View audit” capability.","The “View audit” control is visible and enabled on this page; the user may perform the action.","The “View audit” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View audit” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Center and Operations","View subscription plan","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “View subscription plan” capability.","The ""View subscription plan"" control is visible and enabled for the user; the action may be performed.","The ""View subscription plan"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""View subscription plan"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Center and Operations","Add new subscription feature","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “Add new subscription feature” capability.","The ""Add new subscription feature"" control is visible and enabled for the user; the action may be performed.","The ""Add new subscription feature"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Add new subscription feature"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","Center and Operations","Inactivate subscription feature","Business Admin → Center & Operations","Business Admin → Center and Operations: controls the “Inactivate subscription feature” capability.","The ""Inactivate subscription feature"" control is visible and enabled for the user; the action may be performed.","The ""Inactivate subscription feature"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Inactivate subscription feature"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","User Management","Add user","Business Admin → Users (/business-admin/users)","Business Admin → User Management: controls the “Add user” capability.","The “Add user” control is visible and enabled on this page; the user may perform the action.","The “Add user” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add user” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","User Management","View only users list","Business Admin → Users (/business-admin/users)","Business Admin → User Management: controls the “View only users list” capability.","The “View only users list” control is visible and enabled on this page; the user may perform the action.","The “View only users list” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View only users list” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","User Management","Update users","Business Admin → Users (/business-admin/users)","Business Admin → User Management: controls the “Update users” capability.","The “Update users” control is visible and enabled on this page; the user may perform the action.","The “Update users” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update users” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","User Management","View only user permissions","Business Admin → Users (/business-admin/users)","Business Admin → User Management: controls the “View only user permissions” capability.","The “View only user permissions” control is visible and enabled on this page; the user may perform the action.","The “View only user permissions” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View only user permissions” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes",""
"Business Admin","User Management","Update the user permissions","Business Admin → Users (/business-admin/users)","Business Admin → User Management: controls the “Update the user permissions” capability.","The “Update the user permissions” control is visible and enabled on this page; the user may perform the action.","The “Update the user permissions” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update the user permissions” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Incident Management","Create incident report","","Business Admin → Incident Management: controls the ""Create incident report"" capability.","The ""Create incident report"" control is visible and enabled for the user; the action may be performed.","The ""Create incident report"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Create incident report"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Business Admin","Incident Management","Update incident report","","Business Admin → Incident Management: controls the ""Update incident report"" capability.","The ""Update incident report"" control is visible and enabled for the user; the action may be performed.","The ""Update incident report"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Update incident report"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Business Admin","Incident Management","Reassign to other user","","Business Admin → Incident Management: controls the ""Reassign to other user"" capability.","The ""Reassign to other user"" control is visible and enabled for the user; the action may be performed.","The ""Reassign to other user"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Reassign to other user"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Business Admin","Incident Management","Delete incident report","","Business Admin → Incident Management: controls the ""Delete incident report"" capability.","The ""Delete incident report"" control is visible and enabled for the user; the action may be performed.","The ""Delete incident report"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Delete incident report"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Business Admin","Incident Management","Update the status","","Business Admin → Incident Management: controls the ""Update the status"" capability.","The ""Update the status"" control is visible and enabled for the user; the action may be performed.","The ""Update the status"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Update the status"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Business Admin","Incident Management","Close the incident","","Business Admin → Incident Management: controls the ""Close the incident"" capability.","The ""Close the incident"" control is visible and enabled for the user; the action may be performed.","The ""Close the incident"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Close the incident"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Business Admin","Lab Test Settings","Add image settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Add image settings” capability.","The “Add image settings” control is visible and enabled on this page; the user may perform the action.","The “Add image settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add image settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Edit image settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Edit image settings” capability.","The “Edit image settings” control is visible and enabled on this page; the user may perform the action.","The “Edit image settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit image settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Delete image settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Delete image settings” capability.","The “Delete image settings” control is visible and enabled on this page; the user may perform the action.","The “Delete image settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete image settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Add icon settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Add icon settings” capability.","The “Add icon settings” control is visible and enabled on this page; the user may perform the action.","The “Add icon settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add icon settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Edit icon settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Edit icon settings” capability.","The “Edit icon settings” control is visible and enabled on this page; the user may perform the action.","The “Edit icon settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit icon settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Delete icon settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Delete icon settings” capability.","The “Delete icon settings” control is visible and enabled on this page; the user may perform the action.","The “Delete icon settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete icon settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Add pdf settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Add pdf settings” capability.","The “Add pdf settings” control is visible and enabled on this page; the user may perform the action.","The “Add pdf settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add pdf settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Edit pdf settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Edit pdf settings” capability.","The “Edit pdf settings” control is visible and enabled on this page; the user may perform the action.","The “Edit pdf settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit pdf settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Delete pdf settings","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Delete pdf settings” capability.","The “Delete pdf settings” control is visible and enabled on this page; the user may perform the action.","The “Delete pdf settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete pdf settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Add group layout","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Add group layout” capability.","The “Add group layout” control is visible and enabled on this page; the user may perform the action.","The “Add group layout” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add group layout” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Edit group layout","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Edit group layout” capability.","The “Edit group layout” control is visible and enabled on this page; the user may perform the action.","The “Edit group layout” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit group layout” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Lab Test Settings","Delete group layout","Business Admin → Lab Test Settings","Business Admin → Lab Test Settings: controls the “Delete group layout” capability.","The “Delete group layout” control is visible and enabled on this page; the user may perform the action.","The “Delete group layout” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete group layout” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Add SMS template","Business Admin → Templates","Business Admin → Templates: controls the “Add SMS template” capability.","The “Add SMS template” control is visible and enabled on this page; the user may perform the action.","The “Add SMS template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add SMS template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Edit SMS template","Business Admin → Templates","Business Admin → Templates: controls the “Edit SMS template” capability.","The “Edit SMS template” control is visible and enabled on this page; the user may perform the action.","The “Edit SMS template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit SMS template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Delete SMS template","Business Admin → Templates","Business Admin → Templates: controls the “Delete SMS template” capability.","The “Delete SMS template” control is visible and enabled on this page; the user may perform the action.","The “Delete SMS template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete SMS template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Add email template","Business Admin → Templates","Business Admin → Templates: controls the “Add email template” capability.","The “Add email template” control is visible and enabled on this page; the user may perform the action.","The “Add email template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add email template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Edit email template","Business Admin → Templates","Business Admin → Templates: controls the “Edit email template” capability.","The “Edit email template” control is visible and enabled on this page; the user may perform the action.","The “Edit email template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit email template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Delete email template","Business Admin → Templates","Business Admin → Templates: controls the “Delete email template” capability.","The “Delete email template” control is visible and enabled on this page; the user may perform the action.","The “Delete email template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete email template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Add whatsapp template","Business Admin → Templates","Business Admin → Templates: controls the “Add whatsapp template” capability.","The “Add whatsapp template” control is visible and enabled on this page; the user may perform the action.","The “Add whatsapp template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add whatsapp template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Edit whatsapp template","Business Admin → Templates","Business Admin → Templates: controls the “Edit whatsapp template” capability.","The “Edit whatsapp template” control is visible and enabled on this page; the user may perform the action.","The “Edit whatsapp template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit whatsapp template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Delete whatsapp template","Business Admin → Templates","Business Admin → Templates: controls the “Delete whatsapp template” capability.","The “Delete whatsapp template” control is visible and enabled on this page; the user may perform the action.","The “Delete whatsapp template” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete whatsapp template” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Add consent form","Business Admin → Templates","Business Admin → Templates: controls the “Add consent form” capability.","The “Add consent form” control is visible and enabled on this page; the user may perform the action.","The “Add consent form” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add consent form” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Edit consent form","Business Admin → Templates","Business Admin → Templates: controls the “Edit consent form” capability.","The “Edit consent form” control is visible and enabled on this page; the user may perform the action.","The “Edit consent form” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit consent form” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Business Admin","Templates","Delete consent form","Business Admin → Templates","Business Admin → Templates: controls the “Delete consent form” capability.","The “Delete consent form” control is visible and enabled on this page; the user may perform the action.","The “Delete consent form” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete consent form” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
